Filename,FileURL,InstaURL,Date,Caption,Title,Geocoded,Latitude,Longitude
88300280_194117905207482_6121869795192592083_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/88300280_194117905207482_6121869795192592083_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=DEuzRZOBzg8AX_-m6c-&oh=1564b314a0d396ec58c2017efd6145d6&oe=5EA36699,instagram.com/p/B9OtLxnJJ2Q,2020-03-02 11:35:29,"Former schoolhouse, Mystic. Built in 1850 or earlier. This one-room schoolhouse is hiding in plain sight in downtown Mystic, attached to a home on Gravel Street. I haven’t seen anything about what it was called or where it was originally located, but I’ve read two vague timelines suggesting when it got here. One indicates it was built in 1850 and added on to the main house in the late 1800s. The other indicates it was attached to the main house in 1850, which obviously would mean it had been used as a schoolhouse for some time before that. (I did find that the main house was built in either 1810 or 1818, and a self-guided tour of the area from the Mystic River Historical Society says of the home, “there is purported to be a resident ghost, but she is old and means no harm and gives no trouble.”) Today, the schoolhouse is a 1 bed 1 bath cottage, and visitors can rent it out. Which I’m now vaguely contemplating, even though I live less than 20 minutes away😂 #mysticct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Former schoolhouse, Mystic",,,
82837868_2655599851328787_2683949989524521848_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/82837868_2655599851328787_2683949989524521848_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=O-Agzd-nDJ8AX-NTJoT&oh=ee036b6d1cb4c99f052eaa0c2940234d&oe=5E9F7CCA,instagram.com/p/B8qsMRfJ1l1,2020-02-17 11:54:09,"Second District School, East Haddam. Built in 1854. It’s now a private home. #easthaddam #easthaddamct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Second District School, East Haddam",,,
83025877_2494350620832312_1309084134303753637_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/83025877_2494350620832312_1309084134303753637_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=WmAb2frOuGsAX9w8jFM&oh=b07ae88ddaa1144c3a62fc9d23cabec7&oe=5EA58C88,instagram.com/p/B7_iY43JXzn,2020-01-31 17:41:09,"Center School, Marlborough. Built in 1860. References to a Center School in Marlborough can be found as far back as the 1840s. At that time, the town had five school districts. This was one of the last to stay open; it lasted until 1949, when students were moved to the new Mary Hall School. It’s now a private home. #marlborough #marlboroughct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Center School, Marlborough",,,
80436988_167642657947751_8891576526238939686_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/80436988_167642657947751_8891576526238939686_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=43fvfNk0E-cAX_dGGvT&oh=ac0943ff2f0b223a11607a6b43aaf258&oe=5EA114BE,instagram.com/p/B6bfNeypL46,2019-12-23 21:09:19,"There you have it, my best 9 of 2019! Quite an unexpected selection, I have to say. I’m looking forward to finding the remaining schoolhouses on my list next year. And probably finding out about a bunch more hiding in various places, because that seems to be the way this goes.","There you have it, my best 9 of 2019! Quite an unexpected selection, I have to say",,,
74408599_155995362430246_5778255329034396666_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/74408599_155995362430246_5778255329034396666_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=-c2nyU8qfHQAX9rGGcy&oh=39ed354eb8a2c55f3d7ed11deb589e84&oe=5EA53BB1,instagram.com/p/B5kYw2ipRwe,2019-12-02 11:34:45,"Here’s something cool! Jack Doherty of Trinity College, along with his software developer Ilya, has created an interactive map of historic Connecticut schoolhouses incorporating my photos from this account. The link to the map is here:

https://ontheline.github.io/otl-oldschoolct/#

Info about it is here:

https://github.com/ontheline/otl-oldschoolct

Jack is working on a book, On the Line, about schools, housing, and civil rights in Hartford and its suburbs:

https://ontheline.trincoll.edu

#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Here’s something cool! Jack Doherty of Trinity College, along with his software developer Ilya, has created an interactive map of historic Connecticut schoolhouses incorporating my photos from this account",,,
75419809_1994711010632364_455635439041205720_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75419809_1994711010632364_455635439041205720_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=rwzJj10_9FkAX_kKVki&oh=758a56c8a5bb293b80681e163e716763&oe=5E9D8A19,instagram.com/p/B4cNHBlpscH,2019-11-04 10:47:36,"Mill District School, Clinton. Built c. 1882. It has a large modern addition in the back, which is partially visible here. It was previously used for town offices, and is now privately owned. I learned about this one when it was posted recently by @strolling_the_shoreline (thank you for the tip!)
#clintonct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Mill District School, Clinton",,,
74612661_473434516591072_303063032401437368_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/74612661_473434516591072_303063032401437368_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=XfbOXjro19sAX8Yajcx&oh=251dab85438a92750353f88bfc1e5262&oe=5EA2AA5B,instagram.com/p/B34Q87SJlxR,2019-10-21 11:48:31,"Patten District Schoolhouse, Stafford. Built c. 1799. (It does have a door. I just liked this angle better.) #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse #fallinnewengland #fallinct #fallleaves #fallvibes #autumninnewengland #fallfoliage","Patten District Schoolhouse, Stafford",,,
69737857_2518900775063893_9175851831997679088_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/69737857_2518900775063893_9175851831997679088_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=23pXbGIQQD4AX8B7qgO&oh=ebc806e0f20b57acfd430d5ed805b7b0&oe=5E9D264F,instagram.com/p/B3CRQIApuQb,2019-09-30 12:32:09,"Hawley School, Newtown. Built in 1921. Another of those later/larger historic school buildings I only stop to photograph when I feel like something about them is very old-fashioned. I mean, would anyone build a school with a cupola these days? #newtown #newtownct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse","Hawley School, Newtown",,,
68686925_746385189142306_985825524570616422_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/68686925_746385189142306_985825524570616422_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=sOGhXIaGd2YAX9Ruyv_&oh=7cc9bd02dc9b22245acc2b6b79801f85&oe=5EA4AAE4,instagram.com/p/B2v7A82pvqi,2019-09-23 09:31:31,"Kent District School, Wilton. Built c. 1848. This one is hiding in plain sight amongst the other historic buildings at Lambert Corners. I actually had this photo from years ago, and just forgot to post it here! #wilton #wiltonct 
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Kent District School, Wilton",,,
68955396_1345780648921011_5037355916421975880_n.jpg,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/68955396_1345780648921011_5037355916421975880_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=G83H4A94UpwAX-HaAq3&oh=485104c917b9ce72997a65ab6c3ca109&oe=5EA5C72A,instagram.com/p/B2fIQRlJ_0p,2019-09-16 21:00:07,"Not exactly a schoolhouse, but a recreation of one as an exhibit at the Brooklyn Fair. The one-room Titus School was located in North Sterling. I thought this was fun except I could’ve done without the creepy dolls. I don’t know much about this schoolhouse, but I bet @meganmcgory does! #brooklynct #sterlingct #northsterlingct 
#ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #oneroomschool #schoolhouse #oneroomschoolhouse","Not exactly a schoolhouse, but a recreation of one as an exhibit at the Brooklyn Fair",,,
