2015-04-25_10-52-04_UTC.txt,2015-04-25_10-52-04_UTC.jpg,"Geer Hill Schoolhouse, Ledyard. Built in 1813. #Ledyard #ledyardct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","Geer Hill Schoolhouse, Ledyard",41.595654,-71.956463
,,,,,
2015-04-25_10-56-35_UTC.txt,2015-04-25_10-56-35_UTC.jpg,"Academy Hall, Rocky Hill. Built in 1803. Originally a navigation school for sailors wanting to become sea captains. #rockyhill #rockyhillct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","Academy Hall, Rocky Hill",41.6662783,-72.6383415
,,,,,
2015-04-25_11-02-54_UTC.txt,2015-04-25_11-02-54_UTC.jpg,"Union District School, Killingworth. Built in 1800. #killingworth #killingworthct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","Union District School, Killingworth",41.3581869,-72.5645602
,,,,,
2015-04-25_11-07-41_UTC.txt,2015-04-25_11-07-41_UTC.jpg,"Little Red Schoolhouse, Wethersfield. Built in 1869. #wethersfield #wethersfieldct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","Little Red Schoolhouse, Wethersfield",41.8889845,-73.1203879
,,,,,
2015-04-26_14-07-28_UTC.txt,2015-04-26_14-07-28_UTC.jpg,"Road District Schoolhouse, Stonington. Built in the (probably early) 1800s. #stonington #stoningtonct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #coastalconnecticut","Road District Schoolhouse, Stonington",41.3948451,-71.9582412
,,,,,
2015-04-27_12-23-10_UTC.txt,2015-04-27_12-23-10_UTC.jpg,"Hurlbutt Street School, Wilton. Built in 1834. #wilton #wiltonct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #connecticutgram","Hurlbutt Street School, Wilton",41.2010549,-73.40955
,,,,,
2015-04-28_21-56-08_UTC.txt,2015-04-28_21-56-08_UTC.jpg,"Nathan Hale Schoolhouse, East Haddam. One of two CT schoolhouses named for state hero and Revolutionary War spy Hale, who taught here in the winter of 1773-4. The school was built in 1750. #nathanhale #easthaddam #easthaddamct #moodus #moodusct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse #ctlove #ctvisit","Nathan Hale Schoolhouse, East Haddam",41.455008,-72.4632365
,,,,,
2015-04-29_21-36-39_UTC.txt,2015-04-29_21-36-39_UTC.jpg,"The Nathan Hale Schoolhouse, New London. The second of two Nathan Hale Schoolhouses in CT. This one was built in 1773 and called the Union School. Hale taught here from 1774 to 1775, when he enlisted in the Army. Today this school and its counterpart in East Haddam are maintained by the SAR. #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse #ctvisit #coastalconnecticut #newlondon #newlondonct #nlct #nathanhale","The Nathan Hale Schoolhouse, New London",41.3546548,-72.0939193
,,,,,
2015-04-30_19-46-56_UTC.txt,2015-04-30_19-46-56_UTC.jpg,"The Goodwin Schoolhouse, East Hartford. Built in 1821. #easthartford #easthartfordct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","The Goodwin Schoolhouse, East Hartford",41.7428246,-72.6404704
,,,,,
2015-05-01_20-46-56_UTC.txt,2015-05-01_20-46-56_UTC.jpg,"First District School, Harwinton. Built in 1840. #harwinton #harwintonct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","First District School, Harwinton",41.7684146,-73.07078
,,,,,
2015-05-04_20-08-53_UTC.txt,2015-05-04_20-08-53_UTC.jpg,"North Branford Hall, North Branford. Built as a schoolhouse in 1870 or possibly earlier, used for several other purposes since then. #northbranford #northbrandordct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #connecticutgram #ig_newengland #igersnewengland #ctlove","North Branford Hall, North Branford",41.332638,-72.7997797
,,,,,
2015-05-07_18-15-42_UTC.txt,2015-05-07_18-15-42_UTC.jpg,"Pleasant Valley Schoolhouse, South Windsor. Built in 1862. #southwindsor #southwindsorct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #connecticutgram #ctlove","Pleasant Valley Schoolhouse, South Windsor",41.8107144,-72.5962567
,,,,,
2015-05-11_21-03-12_UTC.txt,2015-05-11_21-03-12_UTC.jpg,"Center Schoolhouse, Barkhamsted. Built c. 1821. Originally this school was located in the village of Barkhamsted Hollow, which was flooded in the 1940s in the process of creating the Saville Dam (and is still submerged beneath the water of the Barkhamsted Reservoir.) #barkhamsted #barkhamstedct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #connecticutgram #ig_newengland #igersnewengland","Center Schoolhouse, Barkhamsted",41.9292629,-72.9139904
,,,,,
2015-05-12_21-32-47_UTC.txt,2015-05-12_21-32-47_UTC.jpg,"Stony Hill School, Windsor. Built in 1850, then rebuilt in 1899. #windsor #windsorct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #connecticutgram","Stony Hill School, Windsor",41.839808,-72.6508567
,,,,,
2015-05-13_21-46-28_UTC.txt,2015-05-13_21-46-28_UTC.jpg,"Gull School House, Hebron. Built c. 1790. #hebron #hebronct #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #connecticutgram #ig_newengland #igersnewengland #ctlove","Gull School House, Hebron",41.6644022,-72.3647604
,,,,,
2015-05-15_20-34-20_UTC.txt,2015-05-15_20-34-20_UTC.jpg,"Pautipaug Schoolhouse, Franklin. Possibly built in 1798. This one is really hiding, on a residential street that few people who don't live there would drive down. There is (or was?) a local effort to save this little building. https://sites.google.com/a/franklinschoolct.org/the-pautipaug-schoolhouse-project/ #franklin #franklinct #ct #Connecticut #cthistory #newengland #newenglandhistory #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","Pautipaug Schoolhouse, Franklin",41.6262012,-72.1146368
,,,,,
2015-05-16_17-35-32_UTC.txt,2015-05-16_17-35-32_UTC.jpg,"Eagleville Schoolhouse, Mansfield. Built in 1837. #mansfield #mansfieldct #storrs #eagleville #ct #Connecticut #cthistory #newengland #newenglandhistory #scenesofnewengland #scenesofct #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse  #ig_ct #ig_connecticut #connecticutgram","Eagleville Schoolhouse, Mansfield",41.7867652,-72.2764683
,,,,,
2015-05-18_00-33-47_UTC.txt,2015-05-18_00-33-47_UTC.jpg,"Adams Academy, Westport. Founded in 1837. Unlike the vast majority of CT's one-room schools, which were built to educate local children, this one was private. Students came from near and far, and ""the majority of [them] continued on to Yale,"" according to the Westport Historical Society. #westport #westportct #ct #Connecticut #cthistory #oldschool #oldschoolhouse #schoolhouse #oneroomschool #oneroomschoolhouse","Adams Academy, Westport",41.1414717,-73.3579049
,,,,,
